Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
The Sims: Medieval,PC,2011,Simulation,Electronic Arts,0.28,0.32,0,0.09,0.69,77,56,6.1,173,The Sims Studio,T
LEGO Batman 2: DC Super Heroes,DS,2012,Action,Warner Bros. Interactive Entertainment,0.39,0.24,0,0.06,0.69,,,8,4,TT Games,E10+
Top Spin 4,PS3,2011,Sports,Take-Two Interactive,0.17,0.39,0,0.13,0.69,82,37,7.7,55,2K Czech,E
Shrek the Third,X360,2007,Action,Activision,0.54,0.09,0,0.06,0.68,,,,,,
Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,Interplay,0.34,0.26,0,0.09,0.68,78,44,8.7,54,Black Isle Studios,T
Shark Tale,GBA,2004,Action,Activision,0.49,0.18,0,0.01,0.68,63,8,9,4,Vicarious Visions,E
IL-2 Sturmovik: Birds of Prey,PS3,2009,Simulation,505 Games,0.34,0.25,0,0.1,0.68,81,28,7.3,20,Gaijin Entertainment,T
Test Drive Unlimited 2,X360,N/A,Racing,Atari,0.3,0.31,0,0.07,0.68,68,61,6.4,87,Eden,T
Star Wars: Masters of Teras Kasi,PS,1997,Action,LucasArts,0.38,0.26,0,0.04,0.68,,,,,,
World of Zoo,DS,2009,Simulation,THQ,0.42,0.2,0,0.06,0.68,,,tbd,,Blue Fang Games,E
NBA Street Vol. 2,XB,2003,Sports,Electronic Arts,0.62,0.04,0,0.02,0.68,89,22,8.8,24,Electronic Arts,E
Minecraft,WiiU,2016,Misc,Microsoft Game Studios,0.28,0.17,0.18,0.04,0.68,,,,,,
MX vs. ATV Untamed,X360,2007,Racing,THQ,0.55,0.08,0,0.06,0.68,70,43,7.1,17,Rainbow Studios,E
The Last Remnant,X360,2008,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.68,66,49,6.9,122,Square Enix,M
NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.63,0.02,0,0.03,0.68,89,29,8,12,EA Sports,E
Mortal Kombat Mythologies: Sub-Zero,PS,1997,Fighting,GT Interactive,0.38,0.26,0,0.04,0.68,,,,,,
The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68,85,46,8.8,172,Sanzaru Games,E10+
Naruto: Clash of Ninja,GC,2003,Fighting,Tomy Corporation,0.53,0.14,0,0.02,0.68,72,21,8.1,20,Tomy Corporation,T
Sniper Elite 3,PS4,2014,Shooter,505 Games,0.24,0.34,0,0.11,0.68,67,41,7.1,178,Rebellion,M
Prince of Persia: The Two Thrones,PS2,2005,Action,Ubisoft,0.57,0.02,0,0.09,0.68,85,46,8.5,111,Ubisoft Montreal,M
Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,82,42,8.6,12,Clap Hanz,E
Mercenaries: Playground of Destruction,XB,2005,Action,LucasArts,0.54,0.11,0,0.03,0.68,,,,,,
Bushido Blade 2,PS,1998,Fighting,SquareSoft,0.25,0.17,0.22,0.04,0.68,,,,,,
Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68,82,8,8.4,162,Konami,T
Iron Man,PS3,2008,Action,Sega,0.32,0.25,0,0.11,0.68,42,27,6.2,45,Secret Level,T
FIFA Soccer 06,XB,2005,Sports,Electronic Arts,0.29,0.38,0,0.01,0.68,80,39,7.5,22,EA Canada,E
Fight Night 2004,XB,2004,Fighting,Electronic Arts,0.51,0.15,0,0.02,0.68,85,47,8.7,20,EA Sports,T
Tourist Trophy: The Real Riding Simulator,PS2,2006,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07,0.68,,,,,,
.hack//Mutation Part 2,PS2,2002,Role-Playing,Atari,0.23,0.18,0.2,0.06,0.68,76,24,8.9,81,CyberConnect2,T
Wolfenstein: The New Order,XOne,2014,Shooter,Bethesda Softworks,0.34,0.28,0,0.06,0.68,79,18,7.8,397,MachineGames,M
Cars: Mater-National Championship,DS,2007,Racing,THQ,0.63,0,0,0.05,0.68,69,7,6.8,5,Rainbow Studios,E
LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.36,0,0.18,0.68,71,4,tbd,,TT Fusion,E10+
Midway Arcade Treasures 2,PS2,2004,Misc,Midway Games,0.33,0.26,0,0.09,0.68,74,28,tbd,,Backbone Entertainment,M
Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,0.33,0,0.33,0.02,0.67,82,6,8.8,37,HAL Labs,E10+
Return to Castle Wolfenstein: Tides of War,XB,2003,Shooter,Activision,0.49,0.16,0,0.02,0.67,84,38,8.8,33,Nerve Software,M
RIFT,PC,2011,Role-Playing,Unknown,0.44,0.16,0,0.07,0.67,84,59,7.3,561,Trion Worlds,T
Spider-Man 3,PS3,2007,Platform,Activision,0.26,0.29,0.02,0.11,0.67,60,33,7,40,Treyarch,T
Street Sk8er,PS,1998,Sports,Electronic Arts,0.37,0.25,0,0.04,0.67,,,,,,
Mass Effect,PC,2008,Role-Playing,Electronic Arts,0,0.59,0,0.08,0.67,89,45,8.6,2386,"BioWare, Demiurge Studios",M
Contra: Legacy of War,PS,1996,Shooter,Konami Digital Entertainment,0.37,0.25,0,0.04,0.67,,,,,,
Fight Night Round 2004,XB,2004,Fighting,Electronic Arts,0.46,0.18,0,0.03,0.67,,,,,,
Book of Spells,PS3,2012,Action,Sony Computer Entertainment,0.14,0.39,0,0.15,0.67,,,,,,
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,2006,Misc,Rocket Company,0,0,0.67,0,0.67,,,,,,
Spice World,PS,1998,Action,Sony Computer Entertainment,0.37,0.25,0,0.04,0.67,,,,,,
The Evil Within,XOne,2014,Action,Bethesda Softworks,0.35,0.25,0,0.06,0.67,79,24,7.3,430,Tango Gameworks,M
Armored Core 3,PS2,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,74,23,9,33,From Software,T
Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0.17,0,0.02,0.67,78,54,8.9,89,LucasArts,T
Taiko no Tatsujin Wii,Wii,2008,Misc,Namco Bandai Games,0,0,0.67,0,0.67,,,,,,
London 2012: The Official Video Game of the Olympic Games,PS3,2012,Sports,Sega,0.06,0.48,0,0.14,0.67,,,,,,
The LEGO Movie Videogame,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,71,31,7.1,98,TT Games,E10+
Turok,PS3,2008,Action,Touchstone,0.35,0.21,0.01,0.1,0.67,67,38,6,39,Propaganda Games,M
Wild ARMs 2,PS,1999,Role-Playing,Sony Computer Entertainment,0.19,0.13,0.31,0.04,0.67,,,,,,
Terraria,X360,2013,Action,505 Games,0.35,0.27,0,0.06,0.67,81,39,7.2,139,Engine Software,T
Red Steel,Wii,2006,Shooter,Ubisoft,0.54,0.03,0.04,0.05,0.67,63,54,6.8,121,Ubisoft Paris,T
Summer Sports: Paradise Island (Others sales),Wii,2008,Sports,Ubisoft,0,0.66,0,0.01,0.67,,,,,,
Need for Speed: Shift 2 Unleashed,PS3,2011,Racing,Electronic Arts,0.2,0.35,0,0.12,0.67,,,,,,
The Fairly Odd Parents: Breakin Da Rules,PS2,2003,Platform,THQ,0.33,0.25,0,0.09,0.67,,,,,,
Virtua Tennis: World Tour (US & Others sales),PSP,2005,Sports,Sega,0.16,0.36,0,0.14,0.67,,,,,,
Unreal Tournament III,PS3,2007,Shooter,Midway Games,0.33,0.23,0,0.1,0.67,86,42,7.7,127,Epic Games,M
Adventures of Tron,2600,1981,Action,Mattel Interactive,0.63,0.03,0,0.01,0.67,,,,,,
Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,0.31,0,0.34,0.02,0.67,68,8,7.1,11,"RED Entertainment, Artdink",E
The Sims 3,DS,2010,Simulation,Electronic Arts,0.38,0.22,0,0.06,0.67,73,9,6.4,20,Exient Entertainment,E
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,N/A,Action,Disney Interactive Studios,0.48,0.18,0,0.01,0.67,66,7,6.8,5,Amaze Entertainment,E
Disney Tangled,Wii,2010,Action,Disney Interactive Studios,0.46,0.16,0,0.05,0.67,,,,,,
Command & Conquer: Red Alert 3,PC,2008,Strategy,Electronic Arts,0.01,0.64,0,0.02,0.67,,,,,,
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006,Misc,IE Institute,0,0,0.66,0,0.66,,,,,,
Pro Pinball: Big Race USA,PS,1999,Simulation,Take-Two Interactive,0.37,0.25,0,0.04,0.66,69,4,tbd,,Cunning Developments,E
NFL Street,XB,2004,Sports,Electronic Arts,0.49,0.15,0,0.02,0.66,81,38,8.8,9,EA Tiburon,E
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,77,41,7.2,25,Square Enix,E10+
Bakugan: Battle Brawlers,Wii,2009,Action,Activision,0.59,0.03,0,0.05,0.66,62,12,7.2,11,Now Production,E
Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft,0.35,0.22,0,0.1,0.66,67,26,6.9,9,Ubisoft,T
WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,0.33,0.2,0,0.14,0.66,78,13,8.1,21,Yuke's,T
Skylanders: Trap Team,PS3,2014,Action,Activision,0.26,0.3,0,0.11,0.66,,,7,5,Toys for Bob,E10+
F1 2015,PS4,2015,Racing,Codemasters,0.09,0.45,0.03,0.1,0.66,65,46,6.3,43,Codemasters,E
Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0,0.09,0.66,65,6,6.6,17,Page 44 Studios,T
The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.2,0.33,0,0.13,0.66,80,35,7.7,107,Starbreeze,M
Country Dance,Wii,2011,Misc,Funbox Media,0.58,0.04,0,0.05,0.66,,,tbd,,High Voltage Software,E10+
MLB 2004,PS2,2003,Sports,Sony Computer Entertainment,0.32,0.25,0,0.08,0.66,61,21,7.9,9,989 Sports,E
Naruto Shippuden: Ultimate Ninja 4,PS2,2007,Fighting,Atari,0.26,0.01,0.13,0.26,0.66,,,,,,
The Sims 3: High-End Loft Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.54,0,0.11,0.66,,,6.5,17,The Sims Studio,T
Tiger Woods PGA Tour 2000,PS,1998,Sports,Electronic Arts,0.37,0.25,0,0.04,0.66,,,,,,
Darkstone,PS,2001,Role-Playing,Electronic Arts,0.37,0.25,0,0.04,0.66,58,10,8.3,12,Delphine Software International,T
NCAA March Madness 2003,PS2,2002,Sports,Electronic Arts,0.32,0.25,0,0.08,0.66,74,13,8,27,NuFX,E
Diablo III,XOne,2014,Role-Playing,Activision,0.36,0.24,0,0.06,0.66,,,,,,
Finding Nemo,XB,2003,Action,THQ,0.48,0.16,0,0.02,0.66,63,11,tbd,,Traveller's Tales,E
Thrillville,PS2,2006,Strategy,Atari,0.55,0.02,0,0.09,0.66,69,32,2.9,52,Frontier Developments,E10+
Lalaloopsy,DS,2011,Simulation,Activision,0.51,0.1,0,0.06,0.66,,,tbd,,Activision,E
Jikkyou World Soccer 2000 Final Edition,PS2,2000,Sports,Konami Digital Entertainment,0,0,0.66,0,0.66,,,,,,
Madagascar,GC,2005,Platform,Activision,0.52,0.13,0,0.02,0.66,70,21,tbd,,Toys for Bob,E10+
Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.42,0.17,0.01,0.05,0.66,83,70,7.8,237,Mercury Steam,M
Hidden Objects: Mystery Stories,DS,2009,Adventure,GSP,0.18,0.43,0,0.05,0.66,,,,,,
NHL 10,X360,2009,Sports,Electronic Arts,0.51,0.1,0,0.06,0.66,88,52,8.4,71,EA Canada,E10+
100 Classic Books,DS,2008,Misc,Nintendo,0.12,0.52,0,0.02,0.66,70,7,6,12,Genius Sonority Inc.,
Puzzler Brain Games,Wii,2012,Puzzle,Namco Bandai Games,0,0,0.66,0,0.66,,,,,,
TV Show King Party,Wii,2008,Puzzle,Ubisoft,0.18,0.4,0,0.08,0.66,,,tbd,,Gameloft,T
Dragon Quest Monsters: Caravan Heart,GBA,2003,Role-Playing,Enix Corporation,0,0,0.64,0.02,0.66,,,,,,
Strawberry Shortcake: Summertime Adventure,GBA,2004,Adventure,Majesco Entertainment,0.47,0.18,0,0.01,0.66,,,tbd,,Gorilla Systems,E
Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.32,0.25,0,0.08,0.66,78,30,8.7,20,Capcom,T
Legend of Legaia,PS,1998,Role-Playing,Sony Computer Entertainment,0.37,0.25,0,0.04,0.66,,,,,,
NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.1,0,0.05,0.66,83,44,6.6,86,Electronic Arts,E10+
Napoleon: Total War,PC,2010,Strategy,Sega,0.02,0.53,0,0.12,0.66,81,56,7.9,515,Creative Assembly,T
Metro: Last Light,PS4,2014,Action,Deep Silver,0.22,0.3,0.04,0.1,0.66,,,,,,
Madden NFL 10,PSP,2009,Sports,Electronic Arts,0.5,0.08,0,0.08,0.66,,,7.8,5,EA Tiburon,E
Rayman Legends,WiiU,2013,Platform,Ubisoft,0.25,0.33,0.03,0.05,0.66,92,35,8.7,465,Ubisoft Montpellier,E10+
The Sims: Bustin' Out,GC,2003,Simulation,Electronic Arts,0.43,0.2,0,0.03,0.66,81,30,9,15,Maxis,T
BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.29,0.3,0,0.07,0.66,94,68,8.5,7322,Irrational Games,M
Keystone Kapers,2600,1982,Action,Activision,0.62,0.04,0,0.01,0.66,,,,,,
Ratatouille,PSP,2007,Action,THQ,0.22,0.27,0,0.16,0.66,64,7,7.1,7,Locomotive Games,E
Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.27,0.2,0.11,0.08,0.66,67,37,7.1,199,Grasshopper Manufacture,M
Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,0.33,0.22,0.01,0.1,0.66,76,33,6.6,42,Ubisoft Shanghai,T
Shrek: Hassle at the Castle,GBA,2002,Action,TDK Mediactive,0.47,0.17,0,0.01,0.66,71,7,7.4,5,TOSE,E
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,63,44,7.3,47,KCET,T
Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,0.03,0,0.62,0,0.66,71,30,7.9,35,"Shift, Bandai Namco Games",T
Fist of the North Star: Ken's Rage,PS3,2010,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,60,30,6.9,29,"Koei, Omega Force",M
Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,Electronic Arts,0.22,0.32,0.01,0.11,0.66,,,7.8,24,PopCap,E10+
Disney's Kim Possible 2: Drakken's Demise,GBA,2004,Platform,Disney Interactive Studios,0.47,0.17,0,0.01,0.66,77,8,tbd,,Artificial Mind and Movement,E
One Piece: Pirate Warriors 2,PS3,2013,Action,Namco Bandai Games,0,0.19,0.42,0.05,0.66,71,35,7.8,61,Omega Force,T
Um Jammer Lammy,PS,1998,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66,,,,,,
Brothers In Arms: Road to Hill 30,XB,2005,Shooter,Ubisoft,0.49,0.14,0,0.02,0.66,88,64,8,69,Gearbox Software,M
LEGO Harry Potter: Years 5-7,DS,N/A,Action,Warner Bros. Interactive Entertainment,0.34,0.25,0,0.07,0.66,69,4,tbd,,Traveller's Tales,E10+
Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007,Misc,Namco Bandai Games,0,0,0.66,0,0.66,,,,,,
Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0.36,0.25,0,0.04,0.66,,,,,,
LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.38,0.22,0,0.06,0.65,70,17,6.7,44,TT Games,E10+
Kung Fu Panda,PS2,2008,Action,Activision,0.24,0,0,0.41,0.65,73,6,8.6,5,Xpec,E10+
Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,73,39,8.3,265,"Dimps Corporation, SCE Japan Studio",T
Rocksmith 2014,PC,2013,Misc,Ubisoft,0.36,0.24,0,0.06,0.65,,,,,,
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios,0.39,0.21,0,0.06,0.65,,,,,,
Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,Sony Computer Entertainment,0.3,0.25,0,0.1,0.65,,,,,,
Shaun White Snowboarding,PS3,2008,Sports,Ubisoft,0.31,0.23,0.01,0.1,0.65,63,30,6.3,26,Ubisoft Montreal,T
Radiata Stories,PS2,2005,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,74,36,9,54,Tri-Ace,T
The Biggest Loser: Challenge,Wii,2010,Sports,THQ,0.48,0.12,0,0.05,0.65,,,tbd,,Blitz Games Studios,E
Peppa Pig: Fun and Games,DS,2010,Misc,Ubisoft,0,0.57,0,0.09,0.65,,,,,,
F-Zero GX,GC,2003,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,89,50,8.5,161,Amusement Vision,T
Disney's Chicken Little,PS2,2005,Platform,Disney Interactive Studios,0.32,0.25,0,0.08,0.65,60,20,8.9,7,Avalanche Software,E10+
Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0.33,0.25,0,0.07,0.65,76,32,7.4,25,"Krome Studios, Screenlife Games",T
Yoshi Topsy-Turvy,GBA,2004,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,60,23,6.6,5,Artoon,E
Monster Jam: Maximum Destruction,PS2,2002,Racing,Ubisoft,0.32,0.25,0,0.08,0.65,47,11,6,6,Ubisoft,T
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005,Misc,THQ,0.47,0.17,0,0.01,0.65,,,,,,
Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0.34,0.22,0,0.1,0.65,82,34,7.2,9,EA Tiburon,E
World of Dragon Warrior - Torneko: The Last Hope,PS,1999,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65,,,,,,
Mortal Kombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0,0.1,0.65,85,51,7.8,192,NetherRealm Studios,M
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007,Action,Activision,0.23,0.26,0,0.16,0.65,,,,,,
Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0.35,0.23,0,0.07,0.65,84,41,7.8,29,EA Tiburon,E
Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo,0.47,0.17,0,0.01,0.65,89,34,9.4,97,Intelligent Systems,E
Wario: Master of Disguise,DS,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,60,35,7.4,19,Suzak,E10+
Centipede,PS,1998,Shooter,Atari,0.36,0.25,0,0.04,0.65,,,,,,
The Last Story,Wii,2011,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,80,61,8.4,179,"Mistwalker, Artoon",T
Drakengard,PS2,2003,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,63,55,9.1,88,Cavia Inc.,M
SingStar Pop Hits,PS2,2007,Misc,Sony Computer Entertainment,0,0.5,0,0.15,0.65,,,,,,
Kung-Fu Master,2600,1987,Action,Activision,0.6,0.04,0,0.01,0.65,,,,,,
Champions: Return to Arms,PS2,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0,0.08,0.65,77,48,8.8,43,Snowblind Studios,T
Harry Potter and the Goblet of Fire,PS2,2005,Action,Electronic Arts,0.54,0.02,0,0.09,0.65,68,29,6.7,48,Electronic Arts,E10+
Toy Story 3: The Video Game,PSP,2010,Action,Disney Interactive Studios,0.27,0.24,0,0.14,0.65,,,,,,
SingStar R&B,PS2,2007,Misc,Sony Computer Entertainment,0,0.05,0,0.6,0.65,,,,,,
Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Adventure,Acclaim Entertainment,0.36,0.24,0,0.04,0.65,,,,,,
MX vs. ATV Untamed,PSP,2007,Racing,THQ,0.35,0.18,0,0.12,0.65,59,12,tbd,,Rainbow Studios,E
Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014,Action,Disney Interactive Studios,0.37,0.22,0,0.06,0.65,,,,,,
Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,0.39,0.2,0,0.06,0.65,80,51,6.9,20,EA Tiburon,E
007: Quantum of Solace,Wii,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,54,11,7.5,26,Treyarch,T
Super Robot Taisen Impact,PS2,2002,Strategy,Banpresto,0,0,0.65,0,0.65,,,,,,
Wall-E,PSP,2008,Platform,THQ,0.29,0.22,0,0.14,0.65,64,8,tbd,,Heavy Iron Studios,E
Farming Simulator 17,PC,2016,Simulation,Focus Home Interactive,0.03,0.58,0,0.04,0.65,64,5,8,20,Giants Software,E
Crafting Mama,DS,2010,Simulation,505 Games,0.39,0.19,0.01,0.05,0.65,,,tbd,,Cooking Mama Limited,E
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008,Misc,Namco Bandai Games,0,0,0.65,0,0.65,,,,,,
God of War III,PS4,2015,Action,Sony Computer Entertainment,0.24,0.29,0.01,0.1,0.65,,,,,,
Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.32,0.16,0.01,0.15,0.64,64,31,7.6,358,Iron Galaxy Studios,M
Harry Potter and the Half-Blood Prince,PS2,2009,Action,Electronic Arts,0.13,0.07,0,0.44,0.64,,,8.3,13,EA Bright Light,E10+
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.46,0.17,0,0.01,0.64,67,23,6.6,12,Vicarious Visions,E
Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,0.22,0.38,0,0.05,0.64,84,10,7.7,1470,Ubisoft,M
Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.27,0.31,0,0.07,0.64,54,12,6.2,29,Exient Entertainment,T
Spyro: A Hero's Tail,PS2,2004,Platform,Vivendi Games,0.32,0.25,0,0.08,0.64,60,16,8,44,Eurocom Entertainment Software,E
Crash: Twinsanity,PS2,2004,Platform,Vivendi Games,0.32,0.25,0,0.08,0.64,64,38,8,129,Traveller's Tales,E
The LEGO Movie Videogame,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.23,0.03,0.05,0.64,68,5,7.7,25,TT Games,E10+
Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive,0.47,0.15,0,0.02,0.64,84,34,8.4,49,Remedy Entertainment,M
Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0.22,0.13,0.22,0.07,0.64,,,7.2,168,"Kojima Productions, Moby Dick Studio",M
Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,0.44,0.14,0,0.06,0.64,72,21,7.7,22,5TH Cell,E
GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,0.54,0.02,0,0.09,0.64,60,38,7,32,EA LA,T
WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.2,0,0.06,0.64,50,5,4,65,Yuke's,T
Paws & Claws: Pet Vet,DS,2007,Simulation,THQ,0.59,0,0,0.05,0.64,,,,,,
Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,0.64,74,32,7.4,28,TOSE,T
James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0.43,0.19,0,0.02,0.64,83,51,7.4,27,EA Redwood Shores,T
X2: Wolverine's Revenge,PS2,2003,Platform,Activision,0.31,0.24,0,0.08,0.64,58,24,7.2,13,GenePool,T
NBA Live 06,XB,2005,Sports,Electronic Arts,0.57,0.04,0,0.03,0.64,79,30,6.4,15,EA Canada,E
Tom Clancy's Rainbow Six,N64,1999,Shooter,Red Storm Entertainment,0.48,0.15,0,0.01,0.64,,,,,,
Castlevania,N64,1999,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64,,,,,,
Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,0.4,0.22,0,0.02,0.64,,,,,,
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.46,0.17,0,0.01,0.64,,,,,,
Rayman 3D,3DS,2011,Platform,Ubisoft,0.23,0.35,0,0.06,0.64,61,39,6.6,48,Ubisoft Casablanca,E
Football Manager 2014,PC,2013,Sports,Sega,0,0.6,0,0.03,0.64,85,41,5.5,275,Sports Interactive,E
New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,0.28,0.12,0.19,0.04,0.64,,,,,,
TimeSplitters 2,XB,2002,Shooter,Eidos Interactive,0.29,0.33,0,0.01,0.64,88,20,7.7,34,Free Radical Design,T
Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81,45,8.9,62,Capcom,M
Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,0.17,0.04,0.4,0.02,0.64,61,37,7.9,29,Capcom,T
Stuntman: Ignition,X360,2007,Racing,THQ,0.25,0.31,0,0.07,0.64,75,38,7.3,31,Paradigm Entertainment,T
Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,0.56,0.04,0,0.05,0.64,67,18,8.2,10,Epicenter Studios,E10+
Dishonored 2,PS4,2016,Action,Bethesda Softworks,0.22,0.32,0,0.1,0.64,88,56,7.7,569,Arkane Studios,M
Up,DS,2009,Action,THQ,0.3,0.27,0,0.07,0.64,,,tbd,,Altron,E
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.46,0.17,0,0.01,0.64,,,,,,
Konami Collector's Series: Arcade Advanced,GBA,2002,Misc,Konami Digital Entertainment,0.46,0.17,0,0.01,0.64,78,10,tbd,,KCEA,E
The Crew,XOne,2014,Racing,Ubisoft,0.25,0.34,0,0.05,0.64,64,18,5.9,176,"Ubisoft Reflections, Ivory Tower",T
Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57,33,7.4,30,Spike,T
Jampack Volume 13 (RP-T),PS2,2005,Misc,Sony Computer Entertainment,0.31,0.24,0,0.08,0.64,,,,,,
Madden NFL 2001,N64,2000,Sports,Electronic Arts,0.6,0.03,0,0.01,0.64,,,,,,
Cruis'n World,N64,1998,Racing,Nintendo,0.59,0.04,0,0.01,0.64,,,,,,
NHL 13,PS3,2012,Sports,Electronic Arts,0.33,0.21,0,0.09,0.64,84,22,6.8,60,Electronic Arts,E10+
Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,0.23,0.14,0.2,0.07,0.64,74,34,7.7,109,Team Ninja,M
Evolve,XOne,2015,Shooter,Take-Two Interactive,0.37,0.2,0,0.06,0.64,74,31,5.1,336,Turtle Rock Studios,M
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0.31,0.24,0,0.08,0.64,63,25,5.7,12,Adrenium,E
Lost Planet: Extreme Condition,PS3,2008,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,67,34,7,36,Capcom,T
X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,0.53,0.02,0,0.09,0.63,82,44,7.3,41,Raven Software,T
